1 0.000000 0.000000 0.000000
2 1.000000 1.000000 1.000000
3 1.584963 1.584961 1.500000
4 2.000000 2.000000 2.000000
5 2.321928 2.321915 2.000000
6 2.584963 2.584961 2.500000
7 2.807355 2.807343 2.500000
8 3.000000 3.000000 3.000000
9 3.169925 3.169922 3.000000
10 3.321928 3.321915 3.000000
11 3.459432 3.459427 3.000000
12 3.584963 3.584961 3.500000
13 3.700440 3.700424 3.500000
14 3.807355 3.807343 3.500000
15 3.906891 3.906876 3.500000
16 4.000000 4.000000 4.000000
17 4.087463 4.087448 4.000000
18 4.169925 4.169922 4.000000
19 4.247928 4.247925 4.000000
20 4.321928 4.321915 4.000000
21 4.392317 4.392303 4.000000
22 4.459432 4.459427 4.000000
23 4.523562 4.523544 4.000000
24 4.584963 4.584961 4.500000
25 4.643856 4.643845 4.500000
26 4.700440 4.700424 4.500000
27 4.754888 4.754883 4.500000
28 4.807355 4.807343 4.500000
29 4.857981 4.857971 4.500000
30 4.906891 4.906876 4.500000
31 4.954196 4.954193 4.500000
32 5.000000 5.000000 5.000000
33 5.044394 5.044388 5.000000
34 5.087463 5.087448 5.000000
35 5.129283 5.129272 5.000000
36 5.169925 5.169922 5.000000
37 5.209453 5.209442 5.000000
38 5.247928 5.247925 5.000000
39 5.285402 5.285400 5.000000
40 5.321928 5.321915 5.000000
41 5.357552 5.357544 5.000000
42 5.392317 5.392303 5.000000
43 5.426265 5.426254 5.000000
44 5.459432 5.459427 5.000000
45 5.491853 5.491837 5.000000
46 5.523562 5.523544 5.000000
47 5.554589 5.554581 5.000000
48 5.584963 5.584961 5.500000
49 5.614710 5.614700 5.500000
50 5.643856 5.643845 5.500000
51 5.672425 5.672409 5.500000
52 5.700440 5.700424 5.500000
53 5.727920 5.727905 5.500000
54 5.754888 5.754883 5.500000
55 5.781360 5.781342 5.500000
56 5.807355 5.807343 5.500000
57 5.832890 5.832870 5.500000
58 5.857981 5.857971 5.500000
59 5.882643 5.882629 5.500000
60 5.906891 5.906876 5.500000
61 5.930737 5.930725 5.500000
62 5.954196 5.954193 5.500000
63 5.977280 5.977264 5.500000
64 6.000000 6.000000 6.000000
65 6.022368 6.022354 6.000000
66 6.044394 6.044388 6.000000
67 6.066089 6.066071 6.000000
68 6.087463 6.087448 6.000000
69 6.108524 6.108521 6.000000
70 6.129283 6.129272 6.000000
71 6.149747 6.149734 6.000000
72 6.169925 6.169922 6.000000
73 6.189825 6.189819 6.000000
74 6.209453 6.209442 6.000000
75 6.228819 6.228806 6.000000
76 6.247928 6.247925 6.000000
77 6.266787 6.266769 6.000000
78 6.285402 6.285400 6.000000
79 6.303781 6.303772 6.000000
80 6.321928 6.321915 6.000000
81 6.339850 6.339844 6.000000
82 6.357552 6.357544 6.000000
83 6.375039 6.375031 6.000000
84 6.392317 6.392303 6.000000
85 6.409391 6.409378 6.000000
86 6.426265 6.426254 6.000000
87 6.442943 6.442932 6.000000
88 6.459432 6.459427 6.000000
89 6.475733 6.475723 6.000000
90 6.491853 6.491837 6.000000
91 6.507795 6.507782 6.000000
92 6.523562 6.523544 6.000000
93 6.539159 6.539139 6.000000
94 6.554589 6.554581 6.000000
95 6.569856 6.569839 6.000000
96 6.584963 6.584961 6.500000
97 6.599913 6.599899 6.500000
98 6.614710 6.614700 6.500000
99 6.629357 6.629349 6.500000
100 6.643856 6.643845 6.500000
101 6.658211 6.658203 6.500000
102 6.672425 6.672409 6.500000
103 6.686501 6.686493 6.500000
104 6.700440 6.700424 6.500000
105 6.714246 6.714233 6.500000
106 6.727920 6.727905 6.500000
107 6.741467 6.741455 6.500000
108 6.754888 6.754883 6.500000
109 6.768184 6.768173 6.500000
110 6.781360 6.781342 6.500000
111 6.794416 6.794403 6.500000
112 6.807355 6.807343 6.500000
113 6.820179 6.820160 6.500000
114 6.832890 6.832870 6.500000
115 6.845490 6.845474 6.500000
116 6.857981 6.857971 6.500000
117 6.870365 6.870346 6.500000
118 6.882643 6.882629 6.500000
119 6.894818 6.894806 6.500000
120 6.906891 6.906876 6.500000
121 6.918863 6.918854 6.500000
122 6.930737 6.930725 6.500000
123 6.942515 6.942505 6.500000
124 6.954196 6.954193 6.500000
125 6.965784 6.965775 6.500000
126 6.977280 6.977264 6.500000
127 6.988685 6.988678 6.500000
128 7.000000 7.000000 7.000000
129 7.011227 7.011215 7.000000
130 7.022368 7.022354 7.000000
131 7.033423 7.033417 7.000000
132 7.044394 7.044388 7.000000
133 7.055282 7.055267 7.000000
134 7.066089 7.066071 7.000000
135 7.076816 7.076797 7.000000
136 7.087463 7.087448 7.000000
137 7.098032 7.098022 7.000000
138 7.108524 7.108521 7.000000
139 7.118941 7.118927 7.000000
140 7.129283 7.129272 7.000000
141 7.139551 7.139542 7.000000
142 7.149747 7.149734 7.000000
143 7.159871 7.159866 7.000000
144 7.169925 7.169922 7.000000
145 7.179909 7.179901 7.000000
146 7.189825 7.189819 7.000000
147 7.199672 7.199661 7.000000
148 7.209453 7.209442 7.000000
149 7.219169 7.219162 7.000000
150 7.228819 7.228806 7.000000
151 7.238405 7.238388 7.000000
152 7.247928 7.247925 7.000000
153 7.257388 7.257385 7.000000
154 7.266787 7.266769 7.000000
155 7.276124 7.276108 7.000000
156 7.285402 7.285400 7.000000
157 7.294621 7.294601 7.000000
158 7.303781 7.303772 7.000000
159 7.312883 7.312866 7.000000
160 7.321928 7.321915 7.000000
161 7.330917 7.330902 7.000000
162 7.339850 7.339844 7.000000
